date,case,doc_name,doc_link
2011-03-02,Resource Publishing Co.,Stipulated Final Judgment and Order for Permanent Injunction and Monetary Relief (795.05 KB),https://www.ftc.gov/sites/default/files/documents/cases/2011/03/110302entertainmentworkstip.pdf
2011-03-02,"Alibi-Staff, Ltd., et al.",Stipulated Final Judgment and Order for Permanent Injunction and Monetary Relief (1.45 MB),https://www.ftc.gov/sites/default/files/documents/cases/2011/03/110302alibistaffstip.pdf
2011-01-27,"Innovative Marketing, Inc., et al.",Stipulated Final Order for Permanent Injunction and Monetary Judgment as to Marc DSouza and Maurice DSouza (616.02 KB),https://www.ftc.gov/sites/default/files/documents/cases/2011/01/110127innovativemktgorder.pdf
2010-11-24,"In Deep Services, Inc., a California corporation, also d/b/a Grants For You Now, et al.","Final Order for Permanent Injunction and Monetary Judgment as to Corporate Defendant In Deep Services, Inc. (758.02 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2010/11/101124grant4unoworder-deep.pdf
2010-11-05,"Your Money Access, LLC, et al., FTC, State of Illinois, State of Iowa, State of Nevada, State of North Carolina, State of North Dakota, State of Ohio, and State of Vermont","Order Granting Plaintiff Federal Trade Commission's Motion for Entry of Monetary Judgment Against Your Money Access, LLC and YMA Company, LLC (44.2 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2010/11/101105ymaorder.pdf
2010-10-15,"RCA Credit Services, LLC, et al.","Amended Final Judgment and Permanent Injunction, Banning Credit Repair Services; Prohibiting Credit Repair Claims, Misrepresentations, and the Disclosure of Customer Information; and Requiring the Defendants To Pay A Monetary Judgment In the Amount of $351,529.16. (5.41 MB)",https://www.ftc.gov/sites/default/files/documents/cases/2010/10/101015rcaorder.pdf
2010-09-20,"Canada, Inc., d/b/a National Yellowpages Online, Inc., et al.",Default Judgment and Order for Permanent Injunction and Monetary Relief (132.22 KB),https://www.ftc.gov/sites/default/files/documents/cases/2010/09/100920nypoorder.pdf
2010-07-29,"Home Assure, LLC, et al.","Stipulated Judgment and Order for Permanent Injunction and Monetary Relief Against Defendant Home Assure, LLC (61.92 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2010/07/100729homeassureorder.pdf
2010-06-02,"Trudeau, Kevin, et al.",Corrected Supplemental Order Modifying the Stipulated Final Order for Permanent Injunction and Awarding Monetary Relief as to Defendant Kevin Trudeau (56.9 KB),https://www.ftc.gov/system/files/documents/cases/100602trudeauorder.pdf
2010-05-20,"Diamond Phone Card, Inc., et al.","Stipulated Final Order for Permanent Injunction and Monetary Judgment as to Defendants Diamond Phone Card, Inc., Nasreen Gilani, Samsuddin Panjwani, and Faiez Farishta (830.18 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2010/05/100520diamondstiporder.pdf
2010-05-19,"Pricewert, LLC, d/b/a 3FN.net, FTC",Order Appointing Liquidating Receiver and Entering Permanent Injunction and Monetary Judgment (45.61 KB),https://www.ftc.gov/sites/default/files/documents/cases/2010/05/100408pricewertorder-app.pdf
2010-04-19,"Loss Mitigation Services, Inc., d/b/a Direct Lender and DirectLender.com, et al.","Default Judgment and Order for Permanent Injunction and Monetary Relief as to Corporate Defendants Loss Mitigation Services, Inc. and Synergy Financial Management Corporation (61.96 KB)",https://www.ftc.gov/system/files/documents/cases/100419lossmitigationorder.pdf
2010-03-18,"Gemtronics, Inc., and William H. Isely, individually and as the owner of Gemtronics, Inc., In the Matter of","Complaint Counsel's Response to Respondents' Motion for Monetary Sanctions Against Complaint Counsel for Her Alleged ""Improper Actions""- Public (660.13 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2010/03/100318ccresponsetomoformoneysanc.pdf
2010-03-04,"Innovative Marketing, Inc., et al.",Amended Default Judgment and Order For Permanent Injunction and Monetary Judgment As To Defendant Sam Jain (3.86 MB),https://www.ftc.gov/sites/default/files/documents/cases/2010/03/100304jainamendedjudgement.pdf
2010-02-24,"Innovative Marketing, Inc., et al.",Default Judgment and Order For Permanent Injunction and Monetary Judgment As To Defendant Daniel Sundin (3.73 MB),https://www.ftc.gov/sites/default/files/documents/cases/2010/02/100224sundinjudgement.pdf
2010-02-17,"Ramos Borges, Wagner, individually and d/b/a Job Safety USA, et al.",Final Order for Permanent Injunction and Monetary Judgment Against Wagner Ramos Borges (6.6 MB),https://www.ftc.gov/sites/default/files/documents/cases/2010/02/100209borgejobsafetyfo.pdf
2010-02-17,"Make You Famous Consulting, Inc., d/b/a A Penbrook Productions, et al.",Final Order for Permanent Injunction and Monetary Relief (62.47 KB),https://www.ftc.gov/sites/default/files/documents/cases/2010/02/100217penbrookfo.pdf
2010-02-17,"Career Hotline, Inc., et al.","Final Order for Permanent Injunction and Monetary Judgment as to Defendant Career Hotline, Inc. (1.48 MB)",https://www.ftc.gov/sites/default/files/documents/cases/2010/02/100209careerhotlineofo.pdf
2009-11-30,"Lance Thomas Atkinson, Inet Ventures Pty Ltd., et al.","Default Judgment and Order For Permanent Injunction and Monetary Relief as to Defendants Lance Thomas Atkinson, Inet Ventures Pty Ltd., Tango Pay Inc., Click Fusion Inc., and TwoBucks Trading Limited (480 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2009/11/091130atkinsjudgement.pdf
2009-11-24,"Freedom Foreclosure Prevention Services, LLC, et al.",Stipulated Final Order for Permanent Injunction and Monetary Judgment Against Defendant Jeffrey Segal (2.23 MB),https://www.ftc.gov/sites/default/files/documents/cases/2009/11/091124segalstip.pdf
2009-11-19,"Commerce Planet, Inc., a corporation, et al.",Stipulation for Final Judgment and Order for Permanent Injunction and Settlement of Claims for Monetary Relief Against Defendant Aaron Gravitz (796.79 KB),https://www.ftc.gov/sites/default/files/documents/cases/2009/11/091119gravitzstip.pdf
2009-11-09,"NextClick Media, LLC, et al.","Stipulated Final Order For Permanent Injunction and Monetary Relief Against Defendants NextClick Media LLC, Kenneth Chan and Albert Chen (785.73 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2009/11/091109nextclickstiporder.pdf
2009-10-19,ChoicePoint Inc.,Supplemental Stipulated Judgment and Order For Permanent Injunction and Monetary Relief (546.94 KB),https://www.ftc.gov/sites/default/files/documents/cases/2009/10/091019choicepointstiporder.pdf
2009-07-02,"Spear Systems, Inc., et al.","Default Judgment and Order for Permanent Injunction and Monetary Relief as to Defendants Xavier Ratelle, Abaragidan Gnanendran, 9151-1154 Quebec, Inc. 9064-9252 Quebec, Inc. and HBE, Inc. (1.07 MB)",https://www.ftc.gov/sites/default/files/documents/cases/2009/07/090702xavierjudgeorder.pdf
2009-06-29,"Clifton Telecard Alliance One LLC, et al.",Stipulated Final Order For Permanent Injunction and Monetary Judgment As To Defendants Clifton Telecard Alliance One LLC and Mustafa Qattous (1.15 MB),https://www.ftc.gov/sites/default/files/documents/cases/2009/06/090629cliftontelecardforder.pdf
2009-06-25,"Innovative Marketing, Inc., et al.","Stipulated Final Order for Permanent Injunction and Monetary Judgment as to Defendants James M. Reno and ByteHosting Internet Services, LLC (5.39 MB)",https://www.ftc.gov/sites/default/files/documents/cases/2009/06/090625innovativemrktgorder.pdf
2009-06-05,"Federal Trade Commission v. Ziolo Cruz (also known as Zoilo Cruz Carrion), individually and d/b/a International Marketing.",Final Monetary Judgment (45.03 KB),https://www.ftc.gov/sites/default/files/documents/cases/2009/06/090605judgment.pdf
2009-04-24,"Chinery, Robert Jr.; Tracy A. Chinery; and RTC Research and Development, LL",Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief as to All Defendants (1.73 MB),https://www.ftc.gov/sites/default/files/documents/cases/2009/04/090424stiporder.pdf
2009-04-09,B.C. Ltd.,Default Judgment and Order for Permanent Injunction and Monetary Relief (49.32 KB),https://www.ftc.gov/sites/default/files/documents/cases/2009/04/090409jdgmt.pdf
2009-03-06,"Roex, Inc., et al., FTC",Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief (778.73 KB),https://www.ftc.gov/sites/default/files/documents/cases/2009/03/090306roexorder.pdf
2009-02-25,"RCA Credit Services, LLC, et al.",Default Judgment and Order for Permanent Injunction and Monetary Relief as to Defendant Brady Wellington (720.81 KB),https://www.ftc.gov/sites/default/files/documents/cases/2009/02/090225rcaorder.pdf
2009-02-10,"Alternatel, Inc., G.F.G. Enterprises LLC, also d/b/a Mystic Prepaid, Voice Prepaid, Inc., Telecom Express, Inc., Telexpress, Inc., Voice Distributors, Inc., et al.",Stipulated Final Order for Permanent Injunction and Monetary Judgment as to All Defendants (1.86 MB),https://www.ftc.gov/sites/default/files/documents/cases/2009/02/090210alternatelstiporder.pdf
2009-02-09,"Complete Weightloss Center, Inc., et al.",Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief (908.23 KB),https://www.ftc.gov/sites/default/files/documents/cases/2009/02/090209cwcstiporder.pdf
2008-10-20,"Integrity Financial Enterprises, LLC, et al.","Default Judgment and Order for Permanent Injunction and Monetary Relief Against Defendants Integrity Financial Enterprises, LLC and National Benefit Exchange, Inc. (518.3 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2008/10/081020jdgmtorder.pdf
2008-09-18,"Westberry Enterprises, Inc., et al.",Stipulated Final Order for Permanent Injunction and settlement of Claims for Monetary Relief (1010.32 KB),https://www.ftc.gov/sites/default/files/documents/cases/2008/09/080918weifinalorder.pdf
2008-09-18,"Clark, James Franklin, also known asJim Clark, et al.",Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief (759.68 KB),https://www.ftc.gov/sites/default/files/documents/cases/2008/09/080918stiporder.pdf
2008-09-18,"Nu-Gen Nutrition, Inc., et al.",Stipulated Final Order for Agreed Permanent Injunction and Settlement of Claims for Monetary Relief (947.13 KB),https://www.ftc.gov/sites/default/files/documents/cases/2008/09/080918finalorder.pdf
2008-05-28,"Action Research Group, Inc., et al.",Stipulated Final Order for Permanent Injunction and Settlement of Monetary Claims (49.91 KB),https://www.ftc.gov/sites/default/files/documents/cases/2008/05/080528fo.pdf
2008-04-23,"Universal Premium Services, Inc. (also known as Premier Benefits Inc.), et al.","Final Monetary Judgment Against Defendants Brian K. MacGregor and Membership Services Direct, Inc. (Also Known As Continuity Partners, Inc.) (38.64 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2008/04/20080423fmbrianmacgregor.pdf
2008-03-10,"ERG Ventures, LLC and d/b/a ERG Ventures, LLC2, Media Motor, Joysticksavers.com, and PrivateinPublic.com; Elliot S. Cameron, individually and d/b/a ERG Ventures, LLC2, Media Motor, Joysticksavers.com, and PrivateinPublic.com; Robert A. Davidson, II,",Final Order for Permanent Injunction and Monetary Judgment as to Defendant Timothy P. Taylor (684.74 KB),https://www.ftc.gov/sites/default/files/documents/cases/2008/03/080310ergventurestaylorfinal.pdf
2008-02-27,"7 Day Marketing, Inc., Anthony Paris DeAguero a/k/a The Healthman, et al.","Stipulated Final Order For Permanent Injunction and Settlement of Claims for Monetary Relief As To Defendants 7 Day Marketing, Inc., Anthony Paris DeAguero, and Laura DeAguero (761.79 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2008/02/080227order7.pdf
2008-02-04,"Sili Neutraceuticals, LLC, and Brian McDaid, d/b/a Kaycon Ltd","Default Judgment and Order for Permanent Injunction and Monetary Relief as to Defendants Sili Neutraceuticals, LLC, and Brian McDaid (904.67 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2008/02/080123silidefaultjdgmnt.pdf
2008-01-24,"EdebitPay, LLC, EDP Reporting, LLC, EDP Technologies Corporation, Secure Deposit Card Inc., et al.",Stipulated Final Order for Permanent Injunction and Monetary Relief (1.19 MB),https://www.ftc.gov/sites/default/files/documents/cases/2008/01/080117edebitpayfinalorder.pdf
2007-12-17,"CEO Group, Inc. d/b/a Check Em Out, and Scott Joseph",Stipulated Final Order for Permanent Injunction and Settlement of Monetary Claims (593.96 KB),https://www.ftc.gov/sites/default/files/documents/cases/2007/12/071105ceogroupstipfinal.pdf
2007-10-01,"ERG Ventures, LLC and d/b/a ERG Ventures, LLC2, Media Motor, Joysticksavers.com, and PrivateinPublic.com; Elliot S. Cameron, individually and d/b/a ERG Ventures, LLC2, Media Motor, Joysticksavers.com, and PrivateinPublic.com; Robert A. Davidson, II,","Stipulated Final Order for Permanent Injunction and Monetary Judgment as to Defendants ERG Ventures, LLC, Elliott S. Cameron, Robert A. Davidson, II, and Garry E. Hill (1.18 MB)",https://www.ftc.gov/sites/default/files/documents/cases/2007/10/070928ergventursestipfinal.pdf
2007-09-18,"Smart Inventions, Inc., ert al","Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief as to Defendants Smart Inventions, Inc. and Jon D. Nokes (1.12 MB)",https://www.ftc.gov/sites/default/files/documents/cases/2007/09/070712stipfinalrdersmartinventionsandnokes.pdf
2007-09-13,"Digital Enterprises, Inc. d/b/a movieland.com, et al.",Settlement Agreement and Stipulated Final Order for Permanent Injunction and Monetary Relief (951.04 KB),https://www.ftc.gov/sites/default/files/documents/cases/2007/09/070905digitalenterprisesstipfnl.pdf
2007-09-06,"International Product Design, Inc.; the Innovation Center, Inc.; National Idea Center, Inc.; New Products of America, Inc.; Azure Communications, Inc. dba London Communications, Inc.; International Licensing Corporation, Inc.",Order for Monetary Relief (179.97 KB),https://www.ftc.gov/sites/default/files/documents/cases/2007/09/070824pti-ipdrderformonetaryrelief.pdf
2007-08-30,"Remote Response Corporation, et al.","Stipulated Final Order for Permanent Injunction and Monetary Judgment as to Defendants Remote Response Corporation, Alberto Salama, Samuel Salama, and Elias Salama (283.07 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2007/08/070823remoteresponsestipfinal.pdf
2007-08-21,"Results Group, The, L.L.C., et al.",Final Judgment and Order for Permanent Injunction and Monetary Relief (941.07 KB),https://www.ftc.gov/sites/default/files/documents/cases/2007/08/070821judgement.pdf
2007-08-17,"Verity International, Ltd., et al.,Defendants",Stipulated Final Monetary Judgment On Remand (141.6 KB),https://www.ftc.gov/sites/default/files/documents/cases/2007/08/070817veritystipfinaljudgmnt.pdf
2007-02-28,"Enternet Media, Inc., Conspy & Co., Inc., et al.",Stipulated Final Order for Permanent Injunction and Monetary Judgment As To Defendant Nicholas C. Albert (1.14 MB),https://www.ftc.gov/sites/default/files/documents/cases/2007/02/061214enternetmediaalbertstlmnt.pdf
2007-02-22,"Information Search, Inc., and David J. Kacala (District of Maryland, Northern Division)",Stipulated Final Order for Permanent Injunction and Settlement of Monetary Claims (408.95 KB),https://www.ftc.gov/sites/default/files/documents/cases/2007/02/070222infosearchstip.pdf
2007-02-21,"Consumerinfo.com., Inc., d/b/a Experian Consumer Direct, Qspace, Inc., and Iplace Inc.",Supplemental Stipulated Judgment and Order for Permanent Injunction and Monetary Relief (409.82 KB),https://www.ftc.gov/sites/default/files/documents/cases/2007/02/070208consumerinfostipjdgmnt.pdf
2007-01-04,"Window Rock Enterprises, Inc., et al.","Stipulated Final Agreement and Order for Permanent Injunction and Settlement of Claims for Monetary Relief As To Defendant Window Rock Enterprises, Inc. (1.29 MB)",https://www.ftc.gov/sites/default/files/documents/cases/2007/01/070103stipfinalagree_windowrock.pdf
2006-12-14,"Del Sol LLC,et al.",Stipulated Final Judgment and Order for Permanent Injunction and Monetary Relief (736.61 KB),https://www.ftc.gov/sites/default/files/documents/cases/2006/12/061206delsolstipfinal.pdf
2006-11-28,"Sunny Health Nutrition Technology & Products, Inc. and Sunny Si","Stipulated Final Order For Permanent Injunction and Settlement of Claims For Monetary Relief Against Sunny Health Nutrition Technology & Products, Inc. and Sunny Sia (978.12 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2006/11/finalorderpermanentinjunction.pdf
2006-11-21,"Seismic Entertainment Productions, Inc., et al.",Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief Against Defendant John Robert Martinson (1.92 MB),https://www.ftc.gov/sites/default/files/documents/cases/2006/11/061121seismicentertstipfinal.pdf
2006-11-21,"Odysseus Marketing, Inc., and Walter Rines",Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief (1.88 MB),https://www.ftc.gov/sites/default/files/documents/cases/2006/11/061121odysseusstipfinal.pdf
2006-10-05,"Integrity Security & Investigation Services, Inc.",Stipulated Final Order for Permanent Injunction and Settlement of Monetary Claims (412.76 KB),https://www.ftc.gov/sites/default/files/documents/cases/2006/10/061005isisstipfinalord.pdf
2006-09-19,"Success Express, Inc., et al.","Stipulated Final Order for Permanent Injunction and Settlement of Monetary Claims as to Defendants Success Express, Inc., Exam Resource Center, Inc., Occupational Advancement Center, Inc., and Employment Resource, LLC (1.39 MB)",https://www.ftc.gov/sites/default/files/documents/cases/2006/09/060914successxpresscorpdefsstlmnt.pdf
2006-09-06,"Enternet Media, Inc., Conspy & Co., Inc., et al.","Stipulated Final Order for Permanent Injunction and Monetary Judgment As To Defendants Enternet Media Inc., Conspy & Co., Inc., Lida Rohbani, Nima Hakimi, and Baback (Babak) Hakimi (1.86 MB)",https://www.ftc.gov/sites/default/files/documents/cases/2006/09/060823enternetmediastlmnt.pdf
2006-08-10,"Sagee U.S.A. Group, Inc., et al.",Modified Stipulated Final Judgment and Order for Permanent Injunction and Monetary Relief (751.99 KB),https://www.ftc.gov/sites/default/files/documents/cases/2006/08/060807sageemodifiedstpfnlord.pdf
2006-06-15,"Credit Foundation Of America, et al., U.S. (for the FTC)","Stipulated Judgment and Order for Permanent Injunction as to Credit Defenders of America, Inc., and Robert Brown, Including Monetary Judgment as to Credit Defenders of America, Inc. (952 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2006/06/060615creditdefendersstipfinal.pdf
2006-06-12,"Bad Credit B Gone, LLC and Joseph A. Graziola III",Default Judgment and Order for Permanent Injunction and Monetary Relief (85.41 KB),https://www.ftc.gov/sites/default/files/documents/cases/2006/06/060612defaultjudgmentorder.pdf
2006-05-04,"Seismic Entertainment Productions, Inc., et al.","Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief As To Defendants OptinTrade, Inc. and Jared Lansky (675.99 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2006/05/lanskystipfinaljudgment.pdf
2006-05-03,"Integrated Credit Solutions, Inc., Flagship Capital Services Corp., Lighthouse Credit Foundation, Inc., et al.","Stipulated Final Judgment and Order for Permanent Injunction and Monetary Settlement as to Defendants Integrated Credit Solutions, Inc. and Flagship Capital Services Corporation (770.38 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2006/05/060503ics-flagshipstipfnl.pdf
2006-02-21,"Quebec Inc., et al.","Amended Default Judgment and Order for Permanent Injunction and Monetary Relief as to Defendant 6050808 Canada Inc., d.b.a. American Business Solutions (160.37 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2006/02/051116ambussolamnddefjudgmnt.pdf
2006-01-05,"Trustsoft, Inc. d/b/a Swanksoft and Spykiller, and Danilo Ladendorf, individually and as an officer of Trustsoft, Inc.",Stipulated Order for Permanent Injunction and Monetary Judgment (1.02 MB),https://www.ftc.gov/sites/default/files/documents/cases/2006/01/060104trustsoftfinalorder.pdf
2006-01-04,"Chinery, Robert Jr.; Tracy A. Chinery; and RTC Research and Development, LL","Stipulated Final Order For Permanent Injunction and Settlement of Claims For Monetary Relief As To Robert Chinery, Jr. and RTC Research & Development, LLC. (929.37 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2006/01/070104stipulatedfinalorder.pdf
2006-01-03,"Braswell, Glenn A., JOL Management Co., et al.",Proposed Stipulated Final Order for Permanent Injunction and Settlement of Claims For Monetary Relief As to A. Glenn Braswell (1.43 MB),https://www.ftc.gov/sites/default/files/documents/cases/2006/01/051222braswellorder-final.pdf
2005-11-17,"Global Net Solutions, Inc., et al.",Stipulated Order for Permanent Injunction and Monetary Judgment (1.14 MB),https://www.ftc.gov/sites/default/files/documents/cases/2005/11/051116stip0423168.pdf
2005-10-25,"FGH International Corporation, Inti California, Inc., et al.",Stipulated Final Order for Permanent Injunction and Settlement of Monetary Claims (725.79 KB),https://www.ftc.gov/sites/default/files/documents/cases/2005/10/051025stip0423173.pdf
2005-10-06,"Direct Marketing Concepts, Inc., et al.","Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief as to Defendants Health Solutions, Inc. and Alejandro Guerrero (1.21 MB)",https://www.ftc.gov/sites/default/files/documents/cases/2005/10/051006stipa0233138.pdf
2005-09-20,"Global Web Promotions Pty Ltd., et al.","Default Judgment and Order for Permanent Injunction and Monetary Relief As To Defendants Global Web Promotions PTY Ltd., Michael John Anthony Van Essen and Lance Thomas Atkinson (854.8 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2005/09/050920defjudg0423086.pdf
2005-09-20,"Window Rock Enterprises, Inc., et al.","Stipulated Final Agreement and Order for Permanent Injunction and Settlement of Claims for Monetary Relief as to Defendants Pinnacle Marketing Concepts, Inc. and Thomas Cheng (127.05 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2005/09/050919stipchengwindowrock.pdf
2005-09-15,"1025798 Ontario, Inc., et al.","(Proposed) Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief Against Kingstown Associates, Ltd., BVW Associates, Inc., Gary Richard Bush, David James Varley, and Laurence Anthony White (762.15 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2005/09/050915fsastipfnl.pdf
2005-08-23,"Emerson Direct, Inc., d/b/a Council on Natural Health, et al.","Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief As To Defendants Emerson Direct, Inc., doing business as Council on Natural Health and Michael J. Connors (826.34 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2005/08/050823stipconnorsemerson.pdf
2005-07-25,"NorVergence, Inc.; FTC",Default Judgment and Order for Permanent Injunction and Monetary Relief (433.57 KB),https://www.ftc.gov/sites/default/files/documents/cases/2005/07/050725defjudg0423184.pdf
2005-07-19,"3rd Union Card Services Inc., et al.",Default Judgment and Order for Permanent Injunction and for Monetary Relief (191.03 KB),https://www.ftc.gov/sites/default/files/documents/cases/2005/07/050719pcjdmtorder.pdf
2005-06-20,"FiberThin, LLC, Obesity Research Institute, LLC, Henny Den Uijl, Bryan Corlett James Ayres, and Dr. Jonathan M. Kelley, Defendants","Stipulated Final Judgment and Order for Permanent Injunction, Monetary and Other Equitable Relief (57.33 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2005/06/050531stip0323196.pdf
2005-06-09,"Great American Products, Inc., et al.","Stipulated Final Order For Permanent Injunction and Settlement Of Claims for Monetary Relief as to Great American Products, Inc., Physician's Choice, Inc., Stephan Karian, and Michael Teplitsky, M.D. (1.03 MB)",https://www.ftc.gov/sites/default/files/documents/cases/2005/06/050609stip0323247.pdf
2005-06-08,"Braswell, Glenn A., JOL Management Co., et al.",Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief Re: Certain Corporate Defendants (922.04 KB),https://www.ftc.gov/sites/default/files/documents/cases/2005/06/050608stipcorpdefsgerovita.pdf
2005-04-26,"Electronic Products Distribution, L.L.C., et al.","Stipulated Final Judgment and Order for Permanent Injunction, Monetary and Other Equitable Relief as to Electronic Products Distribution, Abflex USA, AB Energizer, Thomas C. Nelson and Martin Van Der Hoeven (1.19 MB)",https://www.ftc.gov/sites/default/files/documents/cases/2005/04/050426stipnelsonabenergizer.pdf
2005-03-31,"Phoenix Avatar, LLC, d/b/a Avatar Nutrition, DJL, LLC, et al.","Default Judgment and Order for Permanent Injunction and Monetary Relief as to Defendants Phoenix Avatar, LLC and DJL, LLC (453.11 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2005/03/050331defjudg0423084.pdf
2005-03-30,"National Consumer Council, Inc., et al.",Stipulated Final Judgment and Order for Permanent Injunction and Monetary Relief Against Defendant Mary Beth Harper (1.1 MB),https://www.ftc.gov/sites/default/files/documents/cases/2005/03/050330stipharper323185.pdf
2005-03-01,"Garvey Steven Patrick a/k/a Steve Garvey, Garvey Management Group, Inc., Lark Kendall et al.","Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief as to Defendants Modern Interactive Technology, Inc., Mark Levine, and David Richmond (2.14 MB)",https://www.ftc.gov/sites/default/files/documents/cases/2005/03/050217stipmoderninteractive.pdf
2005-01-24,"Assail, Inc., et al.",Stipulated Order for Permanent Injunction and Monetary Judgment as to Defendant Michael Henriksen (939.78 KB),https://www.ftc.gov/sites/default/files/documents/cases/2005/01/050124lstiporderhenriksen.pdf
2005-01-18,"Enforma Natural Products, Inc., et al.","Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief as to Defendants Enforma Natural Products, Inc. and Andrew Grey, and Respondents Michael Ehrman and Twenty-Four Seven, LLC (570.41 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2005/01/050118stipenforma.pdf
2005-01-05,"Sagee U.S.A. Group, Inc., et al.",Stipulated Final Judgement and Order for Permanent Injunction and Monetary Relief (939.37 KB),https://www.ftc.gov/sites/default/files/documents/cases/2005/01/050105stip0323140.pdf
2004-11-22,"U.S. Grant Resources, et al.",Stipulated Final Judgement and Order for Permanent Injunction and Monetary Relief (672.72 KB),https://www.ftc.gov/sites/default/files/documents/cases/2004/11/041122stip0323082_0.pdf
2004-11-22,"U.S. Grant Resources, et al.",Stipulated Final Judgement and Order for Permanent Injunction and Monetary Relief (672.72 KB),https://www.ftc.gov/sites/default/files/documents/cases/2004/11/041122stip0323082.pdf
2004-10-06,"American Dream Enterprises, LLC, and Andres Fernandez Salvador","Stipulated Final Judgment and Order for Permanent Injunction, Monetary Redress, and Other Equitable Relief (849.14 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2004/10/041006stipamericandream.pdf
2004-10-02,"Media Maverick, Inc., et al.",Stipulated Final Order For Permanent Injunction And Settlement of Claims For Monetary Relief (598.56 KB),https://www.ftc.gov/sites/default/files/documents/cases/2004/10/041025order0323184.pdf
2004-09-10,AT&T Corp,Complaint for Permanent Injunction and Other Equitable Relief and Monetary Civil Penalties (204.27 KB),https://www.ftc.gov/sites/default/files/documents/cases/2004/09/040910comp0223159.pdf
2004-09-10,"Sprint Corporation, Sprint Communications Company L.P., et al.",Complaint for Permanent Injunction and Other Equitable Relief and Monetary Civil Penalties (352.25 KB),https://www.ftc.gov/sites/default/files/documents/cases/2004/09/040910comp0223160.pdf
2004-09-07,"Trudeau, Kevin, et al.","Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief as to Defendants Kevin Trudeau, Shop America (USA), LLC, Shop America Marketing Group, LLC, Trustar Global Media, Limited and Relief Defendants K.T. Corporation, Limited, and Trucom, LLC (54.62 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2004/09/040907stip0323064.pdf
2004-08-27,"Pinnacle Marketing, L.L.C., et al.",Stipulated Final Judgment and Order for Permanent Injuion and Monetary Settlement (626.74 KB),https://www.ftc.gov/sites/default/files/documents/cases/2004/08/040827stip0323151.pdf
2004-08-13,"Promenade Communications LLC, (a California corporation), et al.",Stipulated Final Judgment and Order for Permanent Injunction and Monetary Settlement (1.41 MB),https://www.ftc.gov/sites/default/files/documents/cases/2004/08/040813stip0123161r.pdf
2004-07-14,"Imperial Palace, Inc., et al., US",Complaint for Permanent Injunction and Other Equitable Relief and Monetary Civil Penalties (239.04 KB),https://www.ftc.gov/sites/default/files/documents/cases/2004/07/040713icomp0323050.pdf
2004-05-13,"Bay Area Business Council, Inc., et al.","Order for Permanent Injunction With Monetary Judgment and Other Relief Against Bay Area Business Council, Inc., Bay Area Business Council Customer Service Corp., American Leisure Card Corp., Bay Memberships, Inc., Sr. Marketing Consultants, Inc., Special Technologies, Inc., Peter J. Porcelli, II, and Bonnie A. Harris. (949.13 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2004/05/040510orderbayarea.pdf
